review,ac,air_panas,bau,general,kebersihan,linen,service,sunrise_meal,tv,wifi
"kondisi kamar baik hanya saja kurang bersih, terlihat debu di lantai dan furniture terutama di kotak Snack, lalu semprotan toiletnya lepas. Kamarnya juga bau rokok, namun setelah melapor pada housekeeping langsung disemprot, sayangnya ternyata di kamar mandi bau rokoknya tetap tidak hilang. Kasurnya lumayan empuk. Menu sarapan alakadarnya.",neut,neut,neg,neut,neg,neut,neut,neg,neut,neut
kotor sekali,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Tempatnya Ok dan unik....hanya saja air panasnya gak ada...,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"Kamar kotor, seprai warnanya kuning-kuning, bantalnya seperti batal lama/rusak bagian dalamnya, meja kamar rusak-rusak seperti meja bekas, AC tidak berfungsi baik, kamar kotor, penjaga hotelnya jutek-jutek. Tidak recommended deh.",neg,neut,neut,neut,neg,neg,neg,neut,neut,neut
"Air panas nya gak banget panas ,sy bawa anak bayi kasian jadi mandi air dingin",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
sesuai picture .. bersih . tp klo mlm gaboleh duduk2 diloby . prioritas buat yg bulanan .,neut,neut,neut,neut,pos,neut,neut,neut,neut,neut
"pelayanan ramah, tetapi toilet pas awal masuk ada bau kurang enak. kamar kurang luas dan tidak ada hiasan dinding / motif seperti di gambar promo nya",neut,neut,neg,neut,neut,neut,pos,neut,neut,neut
"lumayan nyaman,tp kebersihan kmr mandi perlu ditingkatkan lg biar gk ada kuning2 di sudutnya lbh bgs",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
kamarnya kurang maintenance. paling baik kamar mandi dibersihkan lebih sering. kamar mandi adalah bagian yang penting untuk pelanggan. kebersihan selimut bed sheet dan handuk juga perlu diperhatikan lebih jauh lagi.,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
hargga terjagkau kamr lau ada sapo smua oke keucli kamar mandi seharaian kluar bau tak sdap entah apa masalahnya,neut,neut,neg,pos,neut,neut,neut,neut,neut,neut
Jaringan WiFi dalam kamar lelet,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"secara umum bagus, cuma sprei, sarung bantal dan handuk tidak layak...maaf..",neut,neut,neut,pos,neut,neg,neut,neut,neut,neut
kamr bersihh dan nayman tetapi amnties dari airy tiak disediaka begitu juga dengan kompliment free snakc dari airy,neut,neut,neut,neut,pos,neg,neut,neut,neut,neut
suasana .. and view-nya..kerennnnn... pegawainya ramahh... datang langsung check in... dan diantar ke kamar... untuk fasilitas buat anak2 lumayan... ada perosotan ayunan dan mainan lainnya.. kolam renang juga.. tp kolamnya Dingin... dan kurang bersih.. mohon ditingkatkan jg utk kebersihan kamar nya. thanks airy .. thank ariandri...sukses selalu..,neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
WiFi nya tolong diperkuat sinyal dan ditambah bandwithnya,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"plus: lokasi tenang, strategis, rate ekonomis. minus: kebersihan kurang, kamar bau, kran bulukan. ",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
"kamar luas dan rapi, tapi sayang untuk tv kebetulan sedang jelek sinyalnya dan minta ganti ke kamar yg lain yg memiliki sinyal bagus tidak di perbolehkan karena pesan dari airy rooms dan tidak tersedia wifi",neut,neut,neut,neut,neut,neut,neut,neut,neg,neg
pelayanan baik. fasilitas baik. cuma ac kurang dingin.,neg,neut,neut,neut,neut,neut,pos,neut,neut,neut
"Pelayanan kurang ramah dan cuek ,swower ga berpungsih dg baik kamar mandi licin dan hampir mau jatuh trus",neut,neut,neut,neut,neg,neut,neg,neut,neut,neut
kamar mnadi pitnu rusakk hnduk gak ads klaau gak di pinta tv nya gak nyala pelayananyya kuran,neut,neut,neut,neut,neut,neg,neg,neut,neg,neut
tidak ada hotshwr tdk sesuai foto,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"tv gk jelas gambarnya, suasana berisik di depan kamar. kamar mandi kurang bersih",neut,neut,neut,neut,neg,neut,neut,neut,neg,neut
"AC ga dingin, ga bs change kamar pula dan parkiran sempit hnya cukup 5 motor.  Cukup sekali kesini deh",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Baiknya cuman dekat dengan perbelanjaan cihampelas. Kamarnya lembab, cat nya udah lapuk, agak berdebu, seprainya kurang bersih dan tanpa logo airy rooms, debit air nya kecil(kurang puas mandinya), tidak ada remote AC (jd minta petugas buat atur suhu.",neg,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Secara keseluruhan baik, tapi sedikit catatan untuk kamar mandinya bau, banyak semacam lalet kecil, gak ada air panas. ",neut,neg,neg,pos,neut,neut,neut,neut,neut,neut
Perlengkapan mandinya lengkap dan ac nya dingin. Hanya saja koneksi internet kurang bagus.,pos,neut,neut,neut,neut,pos,neut,neut,neut,neg
fasilitas memuaskan.. kurang bersih kamarnya koridor dan lift nya,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Saya sudah merasa tidak nyaman tidur di sjnj semenjak air belum nyala selama hampir dua hari. Di hari kedua, air baru menyala. Ketika kami menanyakan kondisi air, seharusnya bellboy memberikan solusi dengan ramah, bukan dengan merengut. Freon AC di kamar kami bocor sampai menumpahi lantai kamar kami. Masalah listrik, korslet bila AC & air hidup.",neg,neut,neut,neut,neut,neut,neg,neut,neut,neut
Wifinya susah,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
tidak sesuai dgn gambar..kamar Kotor Dan bau..banyak puntung bekas rokok Dan kecoa dikamar..tidak re,neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
lokasi masuk gank jauh ac tidak dingin tp ada kolam renang dan dapat breakfast,neg,neut,neut,neut,neut,neut,neut,pos,neut,neut
"Kondisi kamar standar banget... Saya sering menggunakan Airy Rooms... Tapi kali ini yang paling tidak nyaman... 1. AC kurang dingin 2. Tidak ada snack 3. Heater Water tidak berfungsi 4. Kamar biasa saja Not recomended sih, kalau menurut saya...",neg,neg,neut,neut,neut,neg,neut,neut,neut,neut
"Bersih, rapi dan nyaman. Tetapi wifi ter suspended. ",neut,neut,neut,neut,pos,neut,neut,neut,neut,neg
"Seprei ada bekas noda, tv tidak berfungsi dengan baik, air shower kecil",neut,neut,neut,neut,neut,neg,neut,neut,neg,neut
wifi y palsu. air panas y rusak.,neut,neg,neut,neut,neut,neut,neut,neut,neut,neg
"Fasilitas lengkap, cuman spreynya terasa gatal dan banyak nyamuk.",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
lumayan untuk harga segitu...kabersihan tolong ditingkatkan,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Lokasinya sangat bagus, breakfast tidak banyak pilihan tapi rasanya masih enak. Kamarnya cukup luas, hanya saja WiFi tidak bisa dipakai di kamar, Hanya di restoran. Kolam renang kecil banget, bangunan sudah butuh renovasi tapi cukup bersih.",neut,neut,neut,neut,pos,neut,neut,pos,neut,neg
Pelayanan ramah.lokasi bagus.kamar mandi tidak ada air panas. kamar kurang bersih.makasih.,neut,neg,neut,neut,neg,neut,pos,neut,neut,neut
"kamar nya bagus, tp tdk ada room service nya.. cuma jgn khawatir karna depan hotel banyak banget yang jual makanan ",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Kamar nyaman. AC dingin. Kamar mandi kapsul yang saya kurang nyaman. Tidak ada toiletries dan airyrooms compliment snack di room.,pos,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Cukup nyaman dan bersih, hanya perlu diperhatikan kadang-kadang ada nyamuk nya",neut,neut,neut,neut,pos,neut,neut,neut,neut,neut
kamar besar.. air hangat ada fasilitasnya tapi tidak berfungsi.. sandal harus diminta.. tidak tersedia di dalam kamar .. ,neut,neg,neut,neut,neut,neg,neut,neut,neut,neut
"Lantai kamar mandi kamar saya agak licin, mohon dibersihkan dengan baik. Overall semua sangat baik. terima kasih Ã°ÂÂÂ",neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
penjaga yg kurang rama,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"ac tidak dingin, airnya kecil. seharusnya sebelum ada yang booking diperiksa dl",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
ok cuma kmr mndi agak bau dan sarapan krng sedap,neut,neut,neg,neut,neut,neut,neut,neg,neut,neut
"Cukup nyaman,  tapi di lantai tiga gak ada wifi. Wifinya tidak menjangkau kamar",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"biasa aja, kamar kurang bersih",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"ruangan + kamar mandi bersih, luas, nyaman, hanya saja TV sedang tidak berfungsi",neut,neut,neut,neut,pos,neut,neut,neut,neg,neut
"parah... pesan 2 kamar, 1 kamarnya tidak ada perlengkapan airy belum di siapkan, karena tidak terdetect kalau pesan 2 kamar... kamar bau apek... not recomended lah",neut,neut,neg,neut,neut,neg,neg,neut,neut,neut
Mengecewakan. Tidak sesuai dengan foto yang diposting. Kamar mandi bad smell. Air muncrat sampai keluar kamar mandi saat mandi. Receptionist tidak ada saat mau check-out sehingga harus menunggu lama. Hari berikutnya cari hotel yang lain yang lebih baik.,neut,neut,neg,neut,neut,neut,neg,neut,neut,neut
"hotelnya bagus, makanan cukup, wifi kurang merata",neut,neut,neut,neut,neut,neut,neut,pos,neut,neg
"Sangat berisik dari tamu sebelah, aku request double tp dapat twin. Tv sangat kecil dgn jarak yg jauh untuk menonton. Masih ragu apakah ini hotel atau sebuah kost kostan ya.. ",neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
"sangat menyenangkan dan memuaskan... Namun saat check in jam 14.00, masih harus menunggu selama 20 menit, mohon diperbaiki..",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
Sprey kurang bersih..tolong diperhatikan lagi Sama perlengkapan mndi disiapkan sebelum cek in,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Bagus, cuma kalau malem pintu udah kekunci jadi harus bangunin orangnya",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"saya menginap di kamar 117, reviewnya: 1. bantal keras 2. biasanya dikasih bantal airy, tapi ini ga ada. dikasih dua bantal tambahan sih tapi ga dikasih sarung bantalnya 3. ga ada thermos untuk bikin air panas 4. shower bocor 5. remote tv tidak berfungsi 6. kenop pintu kamar mandi macet, jd ga bisa ditutup rapat 7. kamar hanya satu kali dibersihkan",neut,neut,neut,neut,neut,neg,neg,neut,neg,neut
"Kamarnya kotor, bau, kasurnya banyak kutu.",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
"wifi kenceng, kamar luas, ac bagus, tp kamar mandi agak kotor, makanannya enak dan harga terjangkau, tempat makan juga banyak sekitar hotel ,akses kemana -mana sekitar kota dekat,thanks airyroomÃ°ÂÂÂ",pos,neut,neut,neut,neg,neut,neut,pos,neut,pos
Lokasinya Kos Kosan.... Tempat Kotor... Gak Ada Air Panas Untuk Mandi... Ruangan Kotor Dan Banyak Sampah... Not Recomended Banget... Untungnya Disana Kamar Full Karena Ada Kesalahan Sistem... Terima Kasih Buat Airy Dipindahkan Ke Airy Slipi... Walaupun Lokasi Hotel Agak Jauh Dari Urusan Bisnis Namun Hotelnya Bersih Dan Nyaman...,neut,neg,neut,neut,neg,neut,neut,neut,neut,neut
"toilet kurabg bersih,tempat sampah kotor,perlengkapan mandi tidak ada,malahan ada sabun batangan bekas",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"tempat memang tidak strategis. bangunannya pun sudah usang dan tidak terurus karena hotelnya sangat sepi. beberapa fasilitas hotel pun ada yang rusak, contohnya ac, shower, kasur, kunci lemari. Walaupun yang menginap sedikit, tapi tetap saja di buatkan sarapan. yaa sesuai lah sama budget kita. overall hotelnya lumayan bagus kok. terima kasih~",neg,neut,neut,pos,neg,neut,neut,neg,neut,neut
nyaman sich tp toilet kurang bersih aja.... ,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
awalny sdah mrasa ga nyman karna lntei kmr agak brdebu stlah msuk cek hnduk ksset serta tempat smph tdk dsediakan smbungan colkn tv ke stop kontk jg tdk ada setelah minta pihak hotel dg cepat merespon giliran mandi pagi air di kamar mandi sama sekali gk keluar ditunggu satu jam jg tdk keluar jg kecewa skali,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"untuk keseluruhan sudah bagus,masalahnya hanya ada pada Air panas yg tidak berfungsi dengan baik ",neut,neg,neut,pos,neut,neut,neut,neut,neut,neut
"4 hari inap tanpa snack, padahal standar nya airy selalu ada snack. handuk di hari 3 gak kebagian. kalo soal kebersihan gak ada masalah. cuma fasilitas nya aja yg kurang bisa dipenuhi.",neut,neut,neut,neut,pos,neg,neut,neut,neut,neut
semua oke... cuma tv hilang gambarnya,neut,neut,neut,pos,neut,neut,neut,neut,neg,neut
Sprei kusam kayak ga dicuci berbulan bulan.. kasur juga tdk bersih. Channel nya kurang bagus.. pelayanan lumayan baik.,neut,neut,neut,neut,neg,neg,pos,neut,neg,neut
Biasa di airy ada makanan ringan sekarang tidak ada,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Bantal sma tempat tidurnya basah, lantainya pun masih basah, ac nya tidak dingin ",neg,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Kamar luas, bersih, dan nyaman. Ada air panas. Minus TV tidak ada siaran.",neut,pos,neut,neut,pos,neut,neut,neut,neg,neut
"mantav, ruangan bersih, ac dingin...cm kgak ada air panas..",pos,neg,neut,neut,pos,neut,neut,neut,neut,neut
"Not recommended, kamar lembab pengap, kamar mandi kotor, shower rusak, mati lampu tdk ada genset, staff kurang ramah",neut,neut,neg,neut,neg,neut,neg,neut,neut,neut
"kecewa sangat sangat kecewa.. kamarnya sangat kotor, bau kamar mandi sampai keluar, sprei bau badan, pdhl baru msuk kamar 3 jam.. sudah lapor ke service tp bilang tdk ad kamar lain dan tdk ad itikad untuk bersihkan kamar.. booking 2 hari terpaksa cek out saat itu jg dan tdk ad ganti rugi... baru kali ini dapat airy yg sangat2 mengecewakan... ",neut,neut,neut,neut,neg,neg,neg,neut,neut,neut
"wifi tidak sampai kamar, tidak tersedia heater untuk kopi/teh atau dispenser dan tidak tersedia kursi di depan kamar untuk merokok hingga harus duduk di lantai",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
"Overall nyaman, Sayangnya kurang bersih sarung bantalnya masih ada rambut-rambut rontok yang tempel dan ada Bercak kotor, tidak tahu sarung bantal diganti apa tidak ini dari bekas penghuni sebelumnya.",neut,neut,neut,pos,neg,neg,neut,neut,neut,neut
KEKURANGAN DR HTL AIRY TAMAN MULIA : KMR MANDI KOTOR N BBRP PINTU KMR-MANDI TDK BISA DIKUNCI ALIAS R,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Ada beberapa room yang Acnya tidak dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Kamar mandi kurang bersih, kamar tidak terlalu nyaman",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
kamar tidak sesuai yg di gambar... ternyata di ruang bawah tanah.. sinyal tidak ada.. parkir kehujan,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Kamar mandi kurang bersih, ac ga dingin",neg,neut,neut,neut,neg,neut,neut,neut,neut,neut
"untuk pelayanan dan kenyamanan oke, cuma lantai di kamarnya agak sedikit kotor seperti tidak di pel",neut,neut,neut,pos,neg,neut,pos,neut,neut,neut
luas bgt..tp air panesnya jengkelin,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
tidak rekomendasi servis kurang baik.. ga punya etika.. kalau saya niat ga baik pasti nyelundup ini terang2 an.. biasany kan wkt check out baru ditotal misal kena charge.. lha ini malem2 langsung minta dipintu . di kamarnya tidak ada kaca.. ,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
tempat nya nyaman bersih. cuma AC nya kurang dingin,neg,neut,neut,neut,pos,neut,neut,neut,neut,neut
"1. Dalam kamar ada bbrp nyamuk. 2. Gantungan dlm kmr ada 2 yg patah (saat masuk kmr sdh patah..namun tdk d perbaiki/diganti). 3. Air panas tdk berfungsi. 4. Stop kontak deket wastafel terlalu tinggi, utk nge charge hp sngt tdk nyaman..krn kabel gak sampai,",neut,neg,neut,neut,neut,neg,neut,neut,neut,neut
"Hotel yang bersahabat dengan NYAMUK, makanan selalu HABIS",neut,neut,neut,neut,neg,neut,neut,neg,neut,neut
"Perlu ditingkatkan kebersihan kamar dan kamar mandi,petugas ramah pelayanan memuaskan.",neut,neut,neut,neut,neg,neut,pos,neut,neut,neut
bersih dan tempatnya bagus tapi pelayanannya kurang baik,neut,neut,neut,neut,pos,neut,neg,neut,neut,neut
cuk bersi meski tanpa sarapn wif & tv perlu pembenhan krn tdk jalan,neut,neut,neut,neut,pos,neut,neut,neg,neg,neg
Pelayanan cukup baik. Tpi.  Toilet kurang di perhatikan bagian air panas. Kamar 339,neut,neg,neut,neut,neut,neut,pos,neut,neut,neut
"bersih, nyaman. cuma bantal kecil nya bau. ",neut,neut,neut,neut,pos,neg,neut,neut,neut,neut
"Staffnya ramah, tempatnya bersih cuma air hangatnya g nyala",neut,neg,neut,neut,pos,neut,pos,neut,neut,neut
Good....cuma menu sarapan kurang nyaman,neut,neut,neut,neut,neut,neut,neut,neg,neut,neut
"Wifi bermasalah & showernya ada bag. yg bocor, selebihnya bagus... Ã°ÂÂÂ",neut,neut,neut,pos,neut,neut,neut,neut,neut,neg
AC tidak dingin sama sekali sampai saya akhirnya mutusin buat check-out. kasurnya banyak sekali pasir dan ngeres buat tidur. airnya bau seperti air payau.,neg,neut,neg,neut,neg,neut,neut,neut,neut,neut
overall okew tapif hanya minus satu ac kamar 301 sama sekaleh tidak kerasa dingin mohon untuk di serfisce tks,neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
1. Tempat sampah penuh sampah dan tidak dibersihkan pada saat kami nginap. 2. Banyak nyamuk sehingga tidur tidak nyenyak. 3. Tidak ada sandal untuk dipakai di kamar.,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
ok hanya ac kurang dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Ketika pertama masuk kamar bau apek, untuk pengharum ruangannya tidak ada.",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Ada beberapa Receptionist dan Security yang kurang RAMAH terhadap Local Guest seperti saya dan keluarga. Membuat sangat kurang nyaman, berbeda dengan Bartender yang di Rooftop Bar sangat RAMAH dan BAIK, juga Bapak security di hari terakhir saya check out beliau membantu saya di parkiran. ",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"mohon kebersihan di tingkatkan, masa wc nya ada KECOA...!!!",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"sesuai budget lah. tapi nyaman kok, kamar juga bersih, WiFi nyala walau koneksi agak lelet, yg jaga ",neut,neut,neut,neut,pos,neut,neut,neut,neut,neg
"Minus air panas, ac kurang dingin, tidak ada kran buat wudhu. But afterall its ok, suasananya nyaman tanpa ada suara kendaraan, dan tidak bising.",neg,neg,neut,pos,neut,neut,neut,neut,neut,neut
"Untuk kebersihan sudah lumayan, AC lumayan dingin tidak seperti pertama kali saya book kamar disini. Sprei juga baru dan bersih, mungkin cuma selimutnya saja yg perlu diganti karna sudah agak buras. Untuk barang dikamar seperti meja atau kelengkapan lain masih agak berdebu dan nampak seperti hotel tua karna perabotnya kelihatan rapuh.",pos,neut,neut,neut,pos,neg,neut,neut,neut,neut
"kemari, pelayanannya ga ramah. Kamar Panas. AC tidak dingin, KAMAR KOTOR. gaada sarapan. ",neg,neut,neut,neut,neg,neut,neg,neg,neut,neut
"handuk kasih double, ac kurang dingin, semoga lebih baik lagi",neg,neut,neut,neut,neut,pos,neut,neut,neut,neut
kamarnya jorok ada kecoanya trus lembab. ,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"lumayan bagus, akna tetapi gak ada snacknya..",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Datang jam 1 siang ga boleh check in sampe jam 2 pdhl uda capek bgt. Sprei jorok, ruangan lembab, jauh dari kota, sesuai lah harga murah. Ga rekomen lah.",neut,neut,neg,neut,neg,neg,neg,neut,neut,neut
"sdh ke 2x nya nginep dsni,dn msh sama kamarnya bersih ac dingin,cuman sayang tv nya masih bintik2 dn chanelnya cuman 2 sh hhehhee, jdingk bisa ntn tv juga, selain tu sh oke semua",pos,neut,neut,pos,pos,neut,neut,neut,neg,neut
Ac nya tidak dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Kamarnya bersih, aminities lengkap, petugas ramah. Cm km mandi agak bau. Yg lain bagus buat harga semurah itu.",neut,neut,neg,pos,pos,pos,pos,neut,neut,neut
pagi pagi air nya tidak panas,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"Pelayanan baik, kondisi kamar juga baik, suasana hotel baik. Hanya saja fasilitas di kamar masih kurang. Shower tidak ada kondisi panas dan dingin. Selebihnya baik. Harga juga terjangkau",neut,neg,neut,pos,neut,neut,pos,neut,neut,neut
kamarina jorok banyak debu dindungnya kusam banyak nodah kamar mandi juga kurang bersih pebarangn minim,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"cukup baik, pelayanannya ramah, tapi sayang toiletnya kurang bersih & bau.",neut,neut,neg,neut,neg,neut,pos,neut,neut,neut
jelek ac gak dinging,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"pelayanan sangat ramah,kamar pun rapih dah bersih tapi ada sedikit kekurangan di bagian handuk dan selimutnya sebaiknua yg sudah sobek diganti yaa.. thxÃ°ÂÂÂ",neut,neut,neut,neut,pos,neg,pos,neut,neut,neut
"Saya menginap 3 malam, tetapi snak, air minum dan perlengkapan mandi tdk di lengkapi ulang/tdk di kasih ke tamu.. mohon di tingkatkan pelayanannya.. terimakasih",neut,neut,neut,neut,neut,neg,pos,neut,neut,neut
tempatnya nyaman tapi pelayannan kurang bagus bolak balik minta perlengkapan mandi....handuk.... juga hanya dikasih minuman gelas,neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
Pelayannya kurang baik dan kurang sopan,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
semuanya baik ruangan bersih. cuma hanya 1 yg kurang. wiFinya krg mengcakup ke semua kamar,neut,neut,neut,pos,pos,neut,neut,neut,neut,neg
"Lokasi d gang sempit, susah dtemui. Datang awal, tdk bisa early check in, hrs nambah fee, hrs tgu smpk jm14. Ruang tunggu pengap, bau rokok. Kamar kurang bersih, byk byk sekali kecoa, byk debu. Lgsg check out stlh liat kamar spt itu.",neut,neut,neg,neut,neg,neut,neg,neut,neut,neut
"kamar baik, kamar mandi bau agak tak sedap. sinyal wifi agak susah karna kamar di ujung.",neut,neut,neg,neut,neut,neut,neut,neut,neut,neg
g ada makann kecil y,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
tidak ada snack,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
stafnya sngat freindly tp entah knp wifinya tidka jalan,neut,neut,neut,neut,neut,neut,pos,neut,neut,neg
televisi nyaa buremmm,neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
Kurang bersih aja. ,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Kamar 310 tvnya rusak jadi bikin tidak nyaman, tidak ada perbaikan",neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
kotor n sedikit bau,neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
nyaman tempatnya cuman sayang air panas nya tdk bisa. untuk keseluruhan ok lah. ,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
Sesuai antara harga dan fasilitasnya.kamar bersih. Tp sayang acara tv kurang bagus sinyalnya.,neut,neut,neut,neut,pos,neut,neut,neut,neg,neut
"wifi sulit untuk koneksi loginnya, dan kamar 221 bocor ac nya.",neg,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Kebersihan teras ruangan agak kotor berdebu, lampu interior Kamar banyak yg mati",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
cukp ramah pelayanna nya baik karena menyediak pemesan makanan minuman namun perlu diperbaiki dari segi fasilitas kamar seperti stopkntaq nya di tambah air hngatny kadan tidak berfungsi maka prl di cek berkala,neut,neg,neut,neut,neut,neut,pos,neut,neut,neut
"Kurang pelayanan, tidak nyaman",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
fasilitas tv yg kurang baik ditambah receptions yg kurang baik masa saya ktdran sampai pas wkt check out nya ditelpon trs ke kamar,neut,neut,neut,neut,neut,neut,neg,neut,neg,neut
Kebersihan kamar tolong diperhatikan,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
abang abangnya judes,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Kamar benar2 tidak layak ditempati. Saya pesan 2 hari cuma saya tempati 1 hari karena benar2 tidak nyaman. Kasurnya berisik, lampu kamar mandi mati, ada kecoa dikamar & tempat sampah didepan kamar tidak dibersihkan. Kecewaaa....",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
4x menginap disini akhir nya air panas nya ada juga hahahahhaa,neut,pos,neut,neut,neut,neut,neut,neut,neut,neut
"Bagus, nyaman, hanya saja di wc-nya bocor",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Agak kotor sekarang yah, banyak yg rusak dan tidak dibetulkan.. but overall ok lah.. air panas langsung keluar, tapi pas malam airnya panasnya gak ada. ",neut,neg,neut,pos,neg,neut,neut,neut,neut,neut
"ruangan lebar. namun kekurangannya tidak ada hot shower. kamar dibersihkan tanpa diminta, tetapi hal tersebut sangat berbahaya untuk menjaga kepercayaan pelanggan. sebaiknya kamar jgn dibersihkan tanpa diminta. CSnya ramah.",neut,neg,neut,neut,neut,neut,pos,neut,neut,neut
Tv nya gak nyala Ã°ÂÂÂ,neut,neut,neut,neut,neut,neut,neut,neut,neg,neut
