review,ac,air_panas,bau,general,kebersihan,linen,service,sunrise_meal,tv,wifi
Fasilitas kamar mandi perlu diperbaiki. Air panas tidaj jalan. Lampu kamar kurang terang ,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
pelayanany sudah bagus tapi kebershn sprei dan slmutnya tolong ditingktkn lagi perhatikan juga tanggal kadaluarsa pada kue yang disediak di box terima kasih,neut,neut,neut,neut,neut,neg,pos,neut,neut,neut
"Parkiran tidak terlalu luas, dan tidak ada petugasnya",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"sayangnya: 1. handuknya bau 2. odolnya bekas pas saya buka, sudah terpakai 3. wifi tidak sampai ke kamar 4. alamat sepertinya ga sesuai. harusnya dangdeur indah 1 no 20 bukan dangdeur indah no 20. tks",neut,neut,neut,neut,neut,neg,neut,neut,neut,neg
"Wc ada binatang kecilÃ¢ÂÂ, geliiii...",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"langit di kamar masi ada sarang laba2,shower kurang bagus.",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Kamar dan suasana nya nyaman sayangnya gak ada lap kaki di depan kamar mandi bikin banjir dan licin,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
ac agak bau. remote tv tidak berfungsi,neg,neut,neut,neut,neut,neut,neut,neut,neg,neut
tempat nya bersih wangi rapi. yang bikin kecewa AC nya bocor alias rusak jadi kurang dingin,neg,neut,pos,neut,pos,neut,neut,neut,neut,neut
ini pertma kainya saya memesn airy rooms saya pesan tngl 13april untk mnginap tngal 28april tp krtika saya smapi di hotel kamar yg saya bokng tidak ada dan pihak hotel mgembalikn uang saya alhasil saya hrus mencrai hotel lain pada hari itu mngcewakan karena tidak ada pmberitahuan dari jauh hari tidak prfesional,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
lebih membutuhkan maintenance untuk kamar mandi dan aroma Ac/kamarnya ,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"air panasnya mati,makan paginya terlalu sedikit",neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"Kamarnya nyaman, pelayanan baik, bersih, hanya saja bantal sedikit bau",neut,neut,neut,neut,neut,neg,pos,neut,neut,neut
"secara keseluruhan baik. kurangnya di sarapan yg hanya menu sederhana, kolam renang juga agak kotor dan sinyal wifi yang tidak bisa menjangkau hingga ujung kamar. kondisi kamar sendiri cukup bagus dan bersih.",neut,neut,neut,pos,pos,neut,neut,neg,neut,neg
"sarapan lumayan, AC jadul yg kamar atas, pelayanan baik, sprei agak kotor, shower agak macet setelah di perbaiki lancar, air gak panas ",neg,neg,neut,neut,neg,neg,pos,pos,neut,neut
lantai ruangan kamar licin....dan yg  perlu di tambahkan adalah sandal di dlm kamar. utk yg lain sdh baik dan bagus,neut,neut,neut,pos,neg,neg,neut,neut,neut,neut
mayan lah deket farm house cuman kamar mandi kotor kasur kotor ,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Smua fasilitas berjalan baik, hanya saja tidak ada camilan seperti biasanya, yg di sediakan oleh airyroom. terimakasih airyroom, berkat airy tidur lebihnyaman dan harga terjangkau",neut,neut,neut,pos,neut,neg,neut,neut,neut,neut
"staff hotel tidak peduli kepada keluhan customer, token listrik bunyi dibiarkan dan bunyi nya sangat mengganggu, saya hrus 2 jam skali bangun buat mematikan, handle wc ga ada jebol, ga bisa d tutup, wc bau nya ke kemar, tidak ada meja , saya kira airy room lumayan ternyata lbh parah dr kost2 an yaa",neut,neut,neg,neg,neut,neut,neg,neut,neut,neut
Airnya bau seperti air selokan. jadi mau mandi atau sikat gigi malas . ruangannya sempit . ,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
dapat kamar yg AC nya tidak dingin. over all nyaman kamarnya dan lokasi strategis dgn kantor,neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
"kamar pengap, properti seperti meja terasa kurang bersih. sisanya okay",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
1. Air keran kamar mandi MATI. 2. Parkiran motor SEMRAWUT 3. Kebersihan luar dan dalam gedung sangat KOTOR. 4. AC kamar lama sekali dinginnya. 5. Pelayanan resepsionis KURANG peduli. 6. Foto di iklan tidak sesuai dengan kenyataan (Dari semua aspek).,neg,neut,neut,neut,neg,neut,neg,neut,neut,neut
"kebersihan selimut, sarung bantal, handuk kurang kamar kurang wangi wifi tidak bisa",neut,neut,neg,neut,neut,neg,neut,neut,neut,neg
"Receptionist hotel sangat ramah, kamar juga bersih luas dan dikasih snack ringan tiap hari. Cuma kemarin air panas di kamar mandi kurang berfungsi ",neut,neg,neut,neut,neut,pos,pos,neut,neut,neut
"kamarnya nyaman tp di lantai2 ga kena wifi, dan sedikit kurang friendly. breakfastnya enak. yang double recommeded kalo ada wifinya",neut,neut,neut,neut,neut,neut,neg,pos,neut,neg
Kamarnya jorok :( apalagi kamar mandinya :(,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Sprayx kasar dan berbulu.ac nya ribut,neg,neut,neut,neut,neut,neg,neut,neut,neut,neut
Secara keseluruhan pelayanan dan kondisi kamar baik hanya di kamar mandi bau dari tempat pembuangan masuk ke kamar mandi. Terima kasih.,neut,neut,neg,neut,neut,neut,pos,neut,neut,neut
AC tidak dingin dan tidak ada lift kekamar atas!,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"spooky anak saya 1 tahun nangis histeris,kotor, shower air panas mati walau akhirnya dimasakin air panas.. ",neut,neg,neut,neut,neg,neut,neut,neut,neut,neut
Sayangnya hot waternya mati. Ã°ÂÂÂ,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
Kecewa dengan pelayanannya yang kurang ramah,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
hotelnya bagus pelayanannya baek tapi kurangnya cuma satu adalah tdk ada WIFI di hotel dan di kamar hotel,neut,neut,neut,neut,neut,neut,pos,neut,neut,neg
pelayanananyya kurangg baik bad kasurr kurang enpuk selimut tipis hanuk tipis snakc gak ada bad,neut,neut,neut,neut,neut,neg,neg,neut,neut,neut
"tidak ada yg berkesan. siaran TVnya tidak bagus, wifi mengalami ganguan, ",neut,neut,neut,neut,neut,neut,neut,neut,neg,neg
"Secara keseluruhan bagus dan nyaman, hanya saja ac kamar yg saya tempati mengeluarkan air",neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
"Pelayanan Baik... harga terjangkau.... sayangnya tuas shower patah, jd GDA air hangatnya. tp Secara keseluruhan ok",neut,neg,neut,pos,neut,neut,pos,neut,neut,neut
Tempat nyaman tetapi kamar mandi agak bau.,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"tempat bersih, rapi, nyaman, sesuai harga lah pokoknya, cuman WiFi di atas gak ada jd mau WiFian harus ke bawah, overall goodÃ°ÂÂÂ",neut,neg,neut,pos,pos,neut,neut,neut,neut,neut
"gak berfungsi keran air panasnya, staff kurang ramah, yg lainnya memuaskan.",neut,neg,neut,pos,neut,neut,neg,neut,neut,neut
"salah satu kamarnya bau toilet, saya jd pindah kamar, kamarnya jg sempit bgt gak cocok bw keluarga",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"Terlepas dari kulkas yang tidak dingin dan remote ac rusak, hotel ini cukup baik dan memuaskan.",neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
tv ruskk wc ktoro gda snak kcewa sih utk x ini nginep di airyroom,neut,neut,neut,neut,neg,neg,neut,neut,neg,neut
kamar nggak wangi.  Kotor,neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
"Kamar mandi kotor sperti tidak perna dibersihkan, agak apek dan bau",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
Biasanya aku dpt snack d room ini gada sama sekali Ac nya bau cuka (gatau kaya cuka tapi aneh banget,neg,neut,neut,neut,neut,neg,neut,neut,neut,neut
tenang cumah agak kpanasan dikit AC kurang stabil,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Fasilitasnya lumayan lengkap ada air panas, tv, snack, AC, dan peralatan mandi, kasur empuk, parkiran tapi yg kurang itu sarung bantal yg warnanya kusam jadi terkesan usang dan kotor, cat tembok yg mulai mengelupas dan selimut yang tipis....overall lumayan bagus untuk harga segitu kedepannya mungkin lebih ditingkatkan lagi untuk fasilitas kamarnya",pos,neg,neut,pos,neg,pos,neut,neut,pos,neut
"sangat menyenangkan sekali.... kamarnya nyaman, rapih, bersih dan over all sangat bagus. cocok buat refresh pikiran saat liburan meninggalkan beban kerjaan yg berat... layanan trhadap plangganpun sangat baik. hanya 1 aja usulan dari saya klo bisa di dlm ruangan ada pngharum ruangan biar lebih berasa sempurna :) over all very2 good",neut,neut,neg,neut,pos,neut,pos,neut,neut,neut
"Suasana hotal asri dan enak, cuman perlengkapan kamar mandi dan snack belum tersedia saat check in",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
Kamar nya kereeenn..nyaman..tp kurangnya air panas nya ngk panas..tp semuanya okelah..,neut,neg,neut,pos,neut,neut,neut,neut,neut,neut
"kamar pengap, kamar mandi kotor!!!",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
"Selimutnya kurang tebel, wifi nya lelet. Selebihnya sudah memuaskan. ",neut,neut,neut,pos,neut,neg,neut,neut,neut,neg
"Bantalnya bau iler, kamarnya beda dengan yang di foto, jarak dengan bandara memang dekat, tapi akses",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
gak nyaman bangt krena ac nya rusaj gak dingin tera suka mati sdrj dlm beberap waku trsa airnya gak mengalir dg lancar suka ngadat kebersiihan msih oke cuman sayang gada tempat penampung sampah,neg,neut,neut,neut,pos,neg,neut,neut,neut,neut
Sprei tidak diganti... banyak pasir. ,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Kamar kurang bagus mungkin karena bangunan lama,toilet tidak bersih pintu toilet jasul banget,air kran netes terus,kurang bersih ya..",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
wifi kurang baik,neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"Kasur ada kutu nya, dan badan saya jadi gatal gatal.. Dan ac sama sekali tdk dingin",neg,neut,neut,neut,neg,neg,neut,neut,neut,neut
air panasnya kurang panas ah,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"Pintu Kamar mandi tidak bisa ditutup, Kamar mandi berbau selokan mohon diberi Kapur Barus, Peneranga",neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
"kamar ga sesuai sama yang di foto beda jauhh bangeet, tempatnya kurang bersih",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Suasananya nyaman. Tapi perlu di perbaiki kamar mandinya, kebersihannya kurang",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"pelayanan baik banget dan ramah, makanan seadanya, cukuplah buat sarapan, sprei kurang bersih, pintu kamar mandi ga bisa ditutup. sebrangnya ada kupat tahu, enak.. tingkatkan lagi di kebersihan..",neut,neut,neut,neut,neg,neg,pos,neg,neut,neut
"so so, service nya jg kurang ramah, ya lumayan sih untuk segi harga",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"selalu menyenangkan menginap disini, namun terakhir saya dapat kamar yg jauh dari akses point wifi, juga ada nyamuk. tapi overall its good.",neut,neut,neut,pos,neut,neut,neut,neut,neut,neg
wif gk bsaa dipake di dlamm kmar & ac dlam kamar kurang dngn thx,neg,neut,neut,neut,neut,neut,neut,neut,neut,neg
"utk kamar disini nggak recommended, mending cari yg lain...nginep 2 malam dpt kamar L lantai 3 kamarnya jelek...pintu kamar mandi engsel atas lepas, jd pintu ngegantung2 dan tidak dpt ditutup sempurna...trus kamar mandi jg bau...gak ada air panas...",neut,neg,neg,neg,neut,neut,neut,neut,neut,neut
Ac kamar kurang dingin.. selebih ny okk,neg,neut,neut,pos,neut,neut,neut,neut,neut,neut
Nyaman menginap disana pelayanan hotel juga memuaskan hanya kamar mandinya sedikit bau jika pintu tidak dibuka sebelum dipakai. Dan pak satpamnya ramah-ramah semua,neut,neut,neg,neut,neut,neut,pos,neut,neut,neut
tidak ada cemilan selama 4 hari menginap,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Parah. Closet rusak, air panas tidak ada, shower cebok rusak dan tidak bisa digunakan. Selimut tidak diberi bila tak diminta. Pintu kunci rusak. terkunci dari luar dan tidak bisa dibuka. Terpaksa panggil tukang dari luar dan jam 00.00 baru bisa masuk kamar. Menyedihkan",neut,neg,neut,neut,neut,neg,neut,neut,neut,neut
"Kamar mandinya agak kotor, makanannya jg agak mengecewakan. Sarapan pagi br jam 8 tp semua sdh habis",neut,neut,neut,neut,neg,neut,neut,neg,neut,neut
"Fasilitas dan kenyamanan TOP banget. Tapi reception pelayanan ny kurang. Sama jauh kmn2, tp msh bs taxol kok :)",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
kamar tidaj susuai dengn yng dicantumkn tidak ada handok tidak ada minm dan kamar tidak bsa diknci kamar mndi kotor,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"banyak nyamuk, selebihnya oke2 aja",neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
"Fasilitas oke, namun kebersihan kurang, kamar verpasir",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
air panasnyaa ga berfunsi,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"kecewa banget sihh, kenapa ngasih penawaran harga termurah tapi untuk fasilitas hotel ga dikasih. hanya sekedar coffee maker aja ga dapet dengan alasan pihak hotel nya ohh ga semua airy dapet coffee maker bu oohh oke.. trs hot water di kamar mandi ga berfungsi, kolam renang airnya hijau.  1-10 utk pake aplikasi airy saya kasih nilai 4..",neut,neg,neut,neut,neut,neg,neut,neut,neut,neut
Sprei kamar kotor seperti baru dipakai dan ga diganti. Wifi juga ga dapet ke ruangan yg saya tempati Ã°ÂÂÂ,neut,neut,neut,neut,neg,neg,neut,neut,neut,neg
"ada kolam renang meskipun hanya utk dewasa saja, ac dingin, tv kabel oke, dapat minum dan snack, dan alat mandi plus sisir, sayang kamar mandi agak bau, dan kamar tidak kedap suara, fasilitas ada musola, lift dan kolam renang nilai plusnya, overall oke sih, terimakasih airy",neg,neut,neg,pos,neut,pos,neut,neut,pos,neut
kmar mandi krg brsih lemari pakaian tdk layakk selebihnya masih ok,neut,neut,neut,pos,neg,neut,neut,neut,neut,neut
Untuk menginap semalam cukup nyaman. Tapi untuk pelayanannya harus ditingkatkan lagi.,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Nyaman dan bersih, pelayanan baik, tp channel TV cuman ada 8 dan exhaust fan kamar mandi ga nyala, mohon ditingkatkan",neut,neut,neut,neut,pos,neut,pos,neut,neg,neut
"pelayanan sangat baik, semua petugas sangat ramah, pemandangan bagus, kamar nyaman, ada cemilan dan air minum dalam kamar, jika butuh air panas di teko bs minta petugas saja. harga murah. menu sarapan lumayan banyak. saat cek in telat 15 menit,  dan saat masuk kamar,  lantai masih basah karena habis di pel dan masih sangat bau pengharum menyengat. ",neut,neut,neg,neut,neut,pos,pos,pos,neut,neut
"Makanan tidak enak, kamar mandi kotor, tidak ada lift naik tangga sampai lt 3, banyak asap rokok dan puntung rokok",neut,neut,neut,neut,neg,neut,neut,neg,neut,neut
"kamar bau, bantal bau apek, ac ga dingin,,, ",neg,neut,neg,neut,neut,neg,neut,neut,neut,neut
"Kamarnya nyaman.. Ac dingin kamar mandi shower ada air panasnya, bersih, tv lcd, ada snack box nya juga.. hanya saja bawah tmpat tdur tdk ikut di sapu jdi ada debu nya.. tpi overall puas dan nyaman, staff ramah bgt.. ",pos,pos,neut,pos,neg,pos,pos,neut,pos,neut
"Selimut dan bantal bau seperti belum dicuci, masih ada rambut bertebaran di bantal",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
suasana nyaman..hotel sesuai budget.lokasi sangat stategis di pusat legian..kamar mandi ok.kebersihan kamar dan sprei kurang banget..perlengkapan mandi dari airy sepertinya bekas..terutama sikat gigi nya,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
lntai kamr kaya ada lengket2nya mungkin karena blum dipel,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"cuma mengginaf 1 (satu) malam saja, pelru didouble check kebershin kamar mandi dan toilet, tiba-tiba",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"hotelnya nyaman bersih, tapi ruangannya agak sedikit bau dan pengap karena tidak ada jendela",neut,neut,neg,neut,pos,neut,neut,neut,neut,neut
pelyanan sangat buruk terutama resepsionis yang cewek bikin naik darah . padahal kita bayar gk gratis . tv ada tapi tidak ada siaran . sangat kecewa. tolong buat onwer perlu di kasih teguran buat resepsionis yang seperti itu termkasih . dan gk recomed banget,neut,neut,neut,neut,neut,neut,neg,neut,neg,neut
tempat ok..kebeersihan kurang dan perlengakap mandinya krng. untuk pelayanan ramah,neut,neut,neut,neut,neg,neg,pos,neut,neut,neut
sarung bantal bau lembab warna coklat badcover juga... saya sering nginep di airyrooms biasanya putih bersih wangi ..mungkin karna discount 50% jadi dapet kamar begitu..,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
Air panasnya agak kurang panas...,neut,neg,neut,neut,neut,neut,neut,neut,neut,neut
"hotel tua, cukup bersih, cukup nyaman. airy tidak diberikan snack?, harga bagus, remot ac tidak ada,",neg,neut,neut,neut,pos,neg,neut,neut,neut,neut
"kamar kurang rapi, kamar mandi kotor",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
tdk ada selimut. mungkin lbh baik kl di sediakan selimut,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"kamar kurang bersih, handuk nya kotor dan kamar mandi juga kotor tdk disikat",neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
beberapa fasiltas kamar mulai rsak karena usia cat kusam mebuat kesan kotor lingkungan hotel lorong lobi lift juga kurng bersih lokasi strategies mudah dakses dekat tempat makan,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"tidak ada fasilitas dari airy, tolong dicroscek lagi. kamar tidak sesuai pesanan. saat datang disuru",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Kamar kotor, saat datang di kamarnya ada noda berwarna cokelat terus di bantalnya ada noda bercak hitam, Kotor sangat seperti tidak di cuci cuma di balik, sewaktu mau check-out dituduh mengotori selimutnya yang padahal dari waktu datang sudah ada, dan deposit mau diambil, jadi kalau kalian datang ada noda ataupun kotoran dikamar langsung komplain saja, Karena nanti kalian dituduh yang mengotori kamar itu dan deposit akan diambil, check-in baru bisa jam 2, sarapan cuma nasi goreng pake telur, Kamar mandi bau dan saluran air di bawahnya kotor sangat seperti ada rambut rambutnya, tidak akan lagi menginap di hotel itu.",neut,neut,neg,neut,neg,neg,neut,neg,neut,neut
"lumayan, yg kurang cuma chanel tv, snack, sama alat mandi nya aja. selebihnya bagus",neut,neut,neut,pos,neut,neg,neut,neg,neut,neut
bed cover dan sprei sepertinya jarang diganti. masi ad terlihat sisa rambut org sebelumnya.,neut,neut,neut,neut,neg,neg,neut,neut,neut,neut
"Pelayanan sangat memuaskan, perbaiki AC karena tidak bisa diatur suhunya",neg,neut,neut,neut,neut,neut,pos,neut,neut,neut
Salah satu dari staf hotel ada yang kurang ramah,neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Positif: dekat daerah perdagangan, ruangan cukup bersih, Pelayanan ramah dan sigap. Sirkulasi udara baik, sehingga kamar mandi tidak becek. Suasana cukup tenang untuk istirahat. Fasilitas tersedia sesuai tawaran. Negatif: handuk, sprei, sarung bantal dan selimut pencuciannya tidak bersih. Bantal bau.",neut,neut,neut,neut,pos,neg,pos,neut,neut,neut
Cukup baik tp wc nya kurang nyaman,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Kebersihan kurang, pelayanan kurang, .....over all kapok aj",neut,neut,neut,neg,neg,neut,neg,neut,neut,neut
kamar bau dan kondisi tidak layak n saya yg pesannya 2 malam akhirnya cuma saya pakai 1 malam dan ngga bisa tidur n besok nya saya pindah ke airy room Al Barkah 33 dan saya kapok ke Kwitang kecil dan not recommended utk traveler lain nya n saran utk airy utk membuat assesment mitra dgn lebih baik dan terukur utk kenyamanan konsumen.,neut,neut,neg,neut,neut,neut,neut,neut,neut,neut
agak kotor,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"Kamar mandi lembab,  exhaust/vacuum di kamar mandi tidak berfungsi sehingga handuk dan kain lainnya berbau apek. Pelayanan ramah Sarapannya tidak enak Kebersihan kamar kurang baik Dengan reputasi dan room rate sekian, menurut saya mengecewakan",neut,neut,neg,neg,neg,neut,pos,neg,neut,neut
"Pintu kamar mandi ngga bisa ditutup karena rusak, kamar keadaan kotor kaya belom disapu, sprei juga ga bersih. AC juga ga dingin. Resepsionis yang cewe kurang ramah.",neg,neut,neut,neut,neg,neg,neg,neut,neut,neut
perlu selimut dan tambahan papan nama di pinggir jalan supaya tidak bingung cari tempat ini,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
kamar brsih hanya saja heksofna kamar mandi mati jadi agak bau dan lembba,neut,neut,neg,neut,pos,neut,neut,neut,neut,neut
"Masih kurang Resepsionis aja yg agak lama harus menunggu lama baru datang tidak stanby dibtempat , all best lah harga murah pasilitas oke ",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"wifi kadang mati hidup, tapi kamar & fasilitas sangat baik",neut,neut,neut,neut,neut,neut,neut,neut,neut,neg
"baik,cuma chanel tv nya gak ada jadi gak bisa nonton di kamar secara keselurahan ok kamar rapi bersih dan suasana tenang..",neut,neut,neut,pos,pos,neut,neut,neut,neg,neut
"servis bagus, ownernya ramah dan baik sekali, tapi untuk kebersihan kamar kurang baik. sprei dan sarung bantal tampak kurang bersih jadi tidur kurang nyaman.",neut,neut,neut,neut,neg,neg,pos,neut,neut,neut
"tidak ada fasilitas airy ,",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
ac nya kurang dingn,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
wifi nya agak lemot tp kamar dan fasilitas keren koq.. ,neut,neut,neut,neut,neut,pos,neut,neut,neut,neg
"Tidak seperti yg diharapkan. Kamar jorok, seprei kotor dan bau, toilet rusak, gak ada air panas dan remote TV gak ada. Pokoknya kecewa berat..",neut,neg,neut,neg,neg,neg,neut,neut,neg,neut
"lumayanlah,tapi kamar mandi kurang bersih ",neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
Tempatnya kotor dan gelap remang remang,neut,neut,neut,neut,neg,neut,neut,neut,neut,neut
"So far lumayan sih buat budget hotel. Tapi pelayanannya agak kurang nih, Ã°ÂÂÂ wifi nggak konek, terus mau clean up room, kunci digantungin gitu aja di pintu kamar, nggak disimpen lagi di resepsionis Ã°ÂÂÂ ",neut,neut,neut,neut,neut,neut,neg,neut,neut,neg
"pintu gerbang selalu dikunci sehingga kalau mau keluar atau masuk sedikit susah sedangkan itu kan bukan kos2an yg mesti ditungguin 24jam dan petugas yg menjaga rumahnya tidak ramah, dan pelayanannya tidak bagus",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Oke banget, tapi ac nya gak bisa diatur suhu nya",neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
"Overall semuanya baik, kecuali kebersihan kasurnya aja sih",neut,neut,neut,pos,neut,neg,neut,neut,neut,neut
"Kamar mandi kotor, jaringan TV kurang bagus.",neut,neut,neut,neut,neg,neut,neut,neut,neg,neut
"paling gak suka dgn pelayanan kepala service, terlalu bossy, walau jabatan bapak diatas karyawan yg lain bapak itu bukan pemilik, harusnya bapak bilang rekan kerjanya bukan anak buah, kan sama2 di gajiÃ°ÂÂÂ,, dibenahi lagi lah aturannya jgn beda2 kalau ditanya,, biar tamu gak bingung,, breakfast gak enak sama sekali,, kalau anda ramah kami akan senang",neut,neut,neut,neut,neut,neut,neg,neg,neut,neut
"Kamarnya bagus, tapi servicenya jelek banget, tidak dapat handuk, sabun tidak ada, tidak ada kotak sampahnya juga, air minum juga tidak dapat.",neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"tamu sy mngatakan tidak memuaskan akan pelayanan kamarnya, diberikan kamar yg tdk bisa terkunci dari luar sehingga jika keluar mencari makan harus membawa bawa ranselx naik turun kelantai 3. ketika komplen minta pindah kamar tdk diladeni alias DICUEKI padahal sdh 3x tamu saya menginap disini.....",neut,neut,neut,neut,neut,neut,neg,neut,neut,neut
"Lokasi tengah kota, mau kemana-mana dekat. Sarapan enak, hanya sayang wi-fi tidak sampai kamar. Terima kasih Airy.",neut,neut,neut,neut,neut,neut,neut,pos,neut,neg
Ga bisa tidur.. Kasur dan selimut bau..,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
tidak disediakan snack airy dan perlengkapan mandi..,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
Tempatnya bersih dan nyaman.Cuma wifinya aja yg lemod....,neut,neut,neut,neut,pos,neut,neut,neut,neut,neg
Ac nya gk dingin,neg,neut,neut,neut,neut,neut,neut,neut,neut,neut
Kamarnya enak luas tapi dapet sprei yg masih lembab gt jd bau,neut,neut,neut,neut,neut,neg,neut,neut,neut,neut
"Kebersihan sangat tidak baik, kamar bau. ",neut,neut,neg,neut,neg,neut,neut,neut,neut,neut
"Pelayanan staf hotel baik, layanan Hotel sangat baik, lebih ditingkatkan lg utk saluran tv dan air kmr mandinya, so far puas.",neut,neut,neut,neut,neut,neut,pos,neut,neg,neut
"Harga cukup murah, pelayanan baik. hanya 1 yg bermasalah...AC tidak bisa dingin meski sdh dibersihkan.",neg,neut,neut,neut,neut,neut,pos,neut,neut,neut
